                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                 1.0364,                0.84252,                 1.1684,                0.85033,                0.70712,                0.74369,                0.52278,                 1.1966,                 1.0026,                 1.5326,                0.00538,                0.00538,                0.00538
                    143,                 1.0331,                0.86453,                 1.1688,                0.76565,                0.73087,                0.73212,                0.54036,                 1.0039,                 1.0284,                 1.4464,               0.005347,               0.005347,               0.005347
                    144,                 1.0172,                0.87136,                 1.1681,                0.78838,                0.70775,                0.72472,                0.53623,                 1.0393,                 1.0787,                 1.4884,               0.005314,               0.005314,               0.005314
                    145,                0.98932,                0.82722,                 1.1675,                0.81911,                0.71685,                0.74581,                0.53743,                 1.0516,                 1.0114,                 1.4637,               0.005281,               0.005281,               0.005281
                    146,                 1.0467,                0.87847,                 1.1788,                0.82285,                0.68633,                0.70376,                0.52001,                 1.0359,                 1.1134,                 1.4259,               0.005248,               0.005248,               0.005248
                    147,                0.99755,                0.84032,                 1.1566,                0.82496,                0.72559,                 0.7254,                0.51971,                 1.0611,                 1.0198,                 1.4634,               0.005215,               0.005215,               0.005215
                    148,                0.99783,                0.84565,                 1.1547,                0.82047,                0.72351,                0.73957,                0.53584,                 1.0192,                0.97887,                 1.4136,               0.005182,               0.005182,               0.005182
                    149,                 1.0151,                0.80386,                 1.1601,                0.81177,                0.72296,                0.73562,                0.52201,                 1.0905,                 1.0381,                 1.4902,               0.005149,               0.005149,               0.005149
                    150,                0.99718,                0.85628,                 1.1568,                0.80672,                0.70482,                0.71133,                0.50922,                 1.0377,                 1.0825,                 1.4687,               0.005116,               0.005116,               0.005116
                    151,                 0.9777,                 0.8075,                 1.1376,                0.86808,                0.72823,                0.73146,                0.51231,                 1.1053,                 1.0284,                 1.4886,               0.005083,               0.005083,               0.005083
                    152,                 1.0132,                0.84253,                 1.1668,                0.84813,                0.73879,                0.75671,                0.54878,                 1.0391,                0.96211,                 1.4246,                0.00505,                0.00505,                0.00505
                    153,                0.99128,                0.81346,                 1.1448,                0.78332,                0.71768,                0.70117,                0.49445,                   1.02,                 1.0795,                 1.4787,               0.005017,               0.005017,               0.005017
                    154,                0.98373,                0.82731,                 1.1577,                0.80822,                0.72823,                0.72864,                0.52715,                 1.0507,                0.98585,                 1.5271,               0.004984,               0.004984,               0.004984
                    155,                0.99487,                0.84021,                 1.1558,                0.84691,                0.72983,                0.73843,                0.53248,                 1.0235,                 1.0542,                 1.4529,               0.004951,               0.004951,               0.004951
                    156,                  1.013,                 0.8419,                 1.1564,                0.81049,                0.73087,                0.74692,                0.53703,                 1.0254,                0.99993,                 1.4032,               0.004918,               0.004918,               0.004918
                    157,                0.98677,                0.81504,                 1.1567,                0.83931,                0.71665,                0.74349,                0.50923,                 1.1393,                 1.0234,                 1.4972,               0.004885,               0.004885,               0.004885
                    158,                 0.9622,                0.79392,                  1.145,                0.84693,                0.70449,                0.72894,                0.52959,                  1.028,                 1.0326,                 1.4279,               0.004852,               0.004852,               0.004852
                    159,                0.97995,                 0.8052,                 1.1281,                0.86734,                0.72456,                0.75365,                0.54577,                 1.0701,                0.97839,                 1.4848,               0.004819,               0.004819,               0.004819
                    160,                 0.9922,                0.81796,                 1.1401,                0.86121,                0.72036,                0.75273,                0.56943,                0.99385,                0.92584,                 1.4601,               0.004786,               0.004786,               0.004786
                    161,                0.98548,                0.82496,                  1.155,                0.83792,                0.70929,                0.74238,                0.53559,                 1.0002,                 1.0281,                 1.3866,               0.004753,               0.004753,               0.004753
                    162,                0.99185,                0.80719,                 1.1565,                0.86479,                0.72564,                0.75355,                0.54074,                0.99303,                 1.0042,                 1.3999,                0.00472,                0.00472,                0.00472
                    163,                0.97932,                0.83417,                 1.1599,                0.81506,                0.69768,                0.74307,                0.53823,                 1.0785,                0.98147,                 1.4753,               0.004687,               0.004687,               0.004687
                    164,                0.97539,                0.78796,                 1.1508,                 0.8372,                 0.7124,                 0.7435,                0.54657,                 1.0306,                 1.0072,                 1.4826,               0.004654,               0.004654,               0.004654
                    165,                0.98003,                0.80436,                 1.1522,                0.88032,                0.69657,                 0.7518,                0.55832,                  1.011,                0.93876,                 1.4256,               0.004621,               0.004621,               0.004621
                    166,                0.95675,                0.79724,                 1.1365,                0.79228,                0.72823,                0.72514,                0.52801,                0.94897,                 1.0396,                 1.4089,               0.004588,               0.004588,               0.004588
                    167,                0.99985,                0.81548,                 1.1556,                0.84012,                0.72296,                0.74176,                 0.5438,                 1.0452,                 1.0438,                 1.4719,               0.004555,               0.004555,               0.004555
                    168,                0.97632,                0.80552,                 1.1384,                0.78309,                0.70449,                0.71588,                0.50796,                 1.1004,                 1.0624,                 1.4759,               0.004522,               0.004522,               0.004522
                    169,                0.94962,                0.79608,                  1.128,                0.84937,                0.72823,                0.74879,                0.54075,                 1.0306,                0.99744,                 1.4656,               0.004489,               0.004489,               0.004489
                    170,                0.95075,                0.79579,                 1.1338,                0.85337,                0.69921,                0.73427,                0.54136,                0.98702,                 1.0506,                 1.4157,               0.004456,               0.004456,               0.004456
                    171,                0.97883,                0.83178,                 1.1508,                0.84197,                0.72032,                0.74835,                0.55585,                  1.016,                0.96164,                 1.4804,               0.004423,               0.004423,               0.004423
                    172,                0.97272,                0.79699,                 1.1458,                0.84126,                0.72823,                0.74677,                0.54892,                 1.0435,                0.95569,                 1.4714,                0.00439,                0.00439,                0.00439
                    173,                0.94392,                0.76346,                 1.1283,                0.82371,                0.72559,                0.75626,                0.55631,                0.99386,                0.95814,                 1.4111,               0.004357,               0.004357,               0.004357
                    174,                0.97685,                0.78736,                 1.1466,                0.84387,                0.70976,                0.73962,                0.53936,                 1.0018,                 1.0191,                 1.4471,               0.004324,               0.004324,               0.004324
                    175,                0.95688,                0.77981,                 1.1386,                0.83234,                0.72041,                0.75401,                 0.5377,                 1.0534,                0.99832,                 1.4628,               0.004291,               0.004291,               0.004291
                    176,                0.94741,                0.76276,                 1.1283,                0.84489,                0.73297,                 0.7607,                0.55363,                 1.0259,                0.99196,                 1.4708,               0.004258,               0.004258,               0.004258
                    177,                0.94322,                 0.7743,                 1.1327,                0.80544,                0.70999,                0.72672,                0.52831,                0.96488,                 1.0478,                  1.393,               0.004225,               0.004225,               0.004225
                    178,                 0.9665,                0.78013,                  1.135,                0.84469,                 0.7124,                0.74843,                0.54331,                  1.034,                0.96487,                 1.4705,               0.004192,               0.004192,               0.004192
                    179,                0.95199,                0.77024,                 1.1395,                0.85413,                0.72613,                 0.7418,                 0.5318,                 1.0908,                0.97395,                 1.5087,               0.004159,               0.004159,               0.004159
                    180,                0.93547,                0.75886,                 1.1327,                 0.8787,                0.69921,                0.74647,                0.54033,                 1.0724,                 1.0278,                 1.4761,               0.004126,               0.004126,               0.004126
                    181,                0.96749,                0.77754,                 1.1352,                0.86835,                0.70185,                0.74998,                0.55401,                 1.0045,                0.99728,                 1.4448,               0.004093,               0.004093,               0.004093
                    182,                 0.9398,                0.78465,                 1.1291,                0.83121,                0.72823,                0.74244,                0.53405,                0.99326,                 1.0148,                 1.4412,                0.00406,                0.00406,                0.00406
                    183,                0.93289,                0.75015,                 1.1229,                0.86114,                0.70359,                0.73877,                0.55106,                 1.0485,                0.98977,                 1.4771,               0.004027,               0.004027,               0.004027
                    184,                0.95426,                0.77507,                 1.1381,                0.83862,                0.73087,                0.74169,                0.54658,                 1.0263,                0.97464,                  1.477,               0.003994,               0.003994,               0.003994
                    185,                0.93248,                0.74668,                 1.1256,                0.87223,                0.72051,                0.76082,                0.56299,                 1.0092,                0.92827,                 1.4603,               0.003961,               0.003961,               0.003961
                    186,                0.94881,                0.75601,                 1.1474,                0.85921,                0.72463,                0.75007,                0.56114,                 1.0249,                0.99097,                  1.431,               0.003928,               0.003928,               0.003928
                    187,                0.92426,                0.74809,                 1.1348,                 0.8396,                0.71817,                0.74635,                 0.5576,                 1.0221,                0.99744,                 1.4339,               0.003895,               0.003895,               0.003895
                    188,                0.95428,                0.77987,                 1.1417,                0.84747,                0.73302,                0.74397,                0.55212,                 1.0157,                0.97611,                 1.4452,               0.003862,               0.003862,               0.003862
                    189,                0.91107,                0.74226,                 1.1102,                0.78834,                0.70755,                0.73871,                0.55375,                 1.0151,                0.99947,                 1.4548,               0.003829,               0.003829,               0.003829
                    190,                0.95099,                0.76648,                 1.1255,                0.82331,                0.72823,                0.74945,                0.55006,                 1.0497,                0.97694,                  1.457,               0.003796,               0.003796,               0.003796
                    191,                0.93295,                0.77448,                 1.1216,                0.85613,                0.72296,                0.74477,                0.54666,                 1.0459,                0.96094,                 1.4848,               0.003763,               0.003763,               0.003763
                    192,                0.93596,                0.74592,                 1.1297,                0.85873,                0.70976,                0.73268,                0.54402,                 1.0198,                0.99495,                 1.4408,                0.00373,                0.00373,                0.00373
                    193,                0.93326,                0.74246,                 1.1304,                0.84669,                0.71768,                 0.7264,                0.53801,                 1.0184,                 1.0188,                 1.4264,               0.003697,               0.003697,               0.003697
                    194,                0.95598,                0.77562,                  1.147,                0.84273,                0.70693,                0.73275,                0.54635,                0.99641,                0.96638,                 1.4081,               0.003664,               0.003664,               0.003664
                    195,                0.98308,                 0.7943,                 1.1416,                0.83774,                0.72823,                0.75445,                0.56479,                0.97038,                0.96506,                 1.3995,               0.003631,               0.003631,               0.003631
                    196,                0.92075,                 0.7559,                 1.1231,                 0.8627,                0.72945,                0.73816,                0.54542,                0.95591,                0.97515,                 1.4116,               0.003598,               0.003598,               0.003598
                    197,                0.96629,                0.77177,                 1.1433,                0.15651,                0.05805,                0.02489,                0.01178,                 3.9642,                 3.2627,                  3.899,               0.003565,               0.003565,               0.003565
                    198,                0.92187,                0.74828,                 1.1235,                 0.8693,                0.70198,                 0.7554,                0.54522,                0.99229,                0.95521,                 1.4306,               0.003532,               0.003532,               0.003532
                    199,                0.91886,                0.72379,                 1.1102,                0.81366,                0.72032,                0.72939,                0.53825,                  1.037,                0.99677,                 1.4844,               0.003499,               0.003499,               0.003499
                    200,                0.94343,                0.74356,                 1.1296,                0.85302,                0.69921,                0.72589,                0.52949,                 1.0052,                0.96869,                 1.4373,               0.003466,               0.003466,               0.003466
                    201,                0.93281,                0.74921,                  1.131,                0.82475,                0.69921,                0.73434,                0.54035,                0.99845,                0.97475,                 1.4191,               0.003433,               0.003433,               0.003433
                    202,                0.92073,                0.73746,                 1.1218,                 0.8506,                0.72032,                0.74475,                0.55422,                 1.0097,                0.96925,                 1.4566,                 0.0034,                 0.0034,                 0.0034
                    203,                0.92797,                0.73364,                 1.1149,                0.83507,                0.73478,                  0.752,                0.57115,                0.96883,                0.90797,                 1.4405,               0.003367,               0.003367,               0.003367
                    204,                0.87363,                0.69233,                 1.1014,                0.87088,                0.70976,                0.74361,                0.56486,                0.95923,                0.96651,                 1.4247,               0.003334,               0.003334,               0.003334
                    205,                0.91442,                0.73009,                 1.1174,                0.85498,                0.70003,                0.74193,                0.54889,                0.99409,                0.95662,                  1.428,               0.003301,               0.003301,               0.003301
                    206,                0.89994,                 0.7239,                 1.0981,                0.87224,                0.72296,                0.73725,                0.55047,                0.95855,                0.97516,                 1.4075,               0.003268,               0.003268,               0.003268
                    207,                 0.8937,                 0.7311,                 1.1094,                 0.8283,                0.70976,                0.73745,                0.54984,                0.94687,                0.98155,                  1.359,               0.003235,               0.003235,               0.003235
                    208,                0.93202,                0.73211,                 1.1211,                0.86193,                0.72559,                0.72937,                0.54449,                0.98738,                0.96946,                 1.4482,               0.003202,               0.003202,               0.003202
                    209,                0.91527,                0.72762,                 1.1177,                0.85465,                0.72823,                0.73616,                 0.5526,                0.98358,                0.97264,                 1.4289,               0.003169,               0.003169,               0.003169
                    210,                0.87666,                0.72261,                  1.091,                0.86127,                0.73351,                0.74827,                0.56677,                0.92341,                0.95135,                 1.3933,               0.003136,               0.003136,               0.003136
                    211,                0.91652,                0.73432,                 1.1212,                0.85373,                0.69921,                0.73411,                0.55765,                0.96795,                 1.0068,                 1.4237,               0.003103,               0.003103,               0.003103
                    212,                0.90612,                0.69297,                 1.1142,                0.86944,                0.70976,                0.74084,                0.56199,                0.96044,                0.93988,                 1.4196,                0.00307,                0.00307,                0.00307
                    213,                0.90615,                0.71465,                 1.1167,                0.83347,                0.73087,                0.74043,                0.55857,                 0.9887,                0.94515,                 1.4449,               0.003037,               0.003037,               0.003037
                    214,                0.90133,                0.72263,                 1.1093,                0.87977,                0.69921,                0.73802,                0.55633,                0.96954,                0.95577,                 1.4141,               0.003004,               0.003004,               0.003004
                    215,                0.90108,                0.70224,                 1.1048,                0.85569,                0.71968,                0.75806,                0.55807,                0.97995,                0.95283,                 1.3952,               0.002971,               0.002971,               0.002971
                    216,                0.90085,                0.70078,                 1.1089,                0.85673,                0.72823,                0.73782,                0.56721,                0.93995,                0.95904,                 1.4092,               0.002938,               0.002938,               0.002938
                    217,                0.88965,                0.69455,                 1.1007,                0.84467,                0.72559,                0.74099,                0.54669,                0.97648,                  1.023,                  1.454,               0.002905,               0.002905,               0.002905
                    218,                0.89706,                0.68114,                 1.1093,                0.83281,                0.74915,                0.74518,                0.54862,                0.97579,                 1.0268,                  1.437,               0.002872,               0.002872,               0.002872
                    219,                0.88456,                 0.6905,                 1.1042,                0.89035,                0.71504,                0.74953,                0.55431,                 0.9853,                0.94713,                 1.4769,               0.002839,               0.002839,               0.002839
                    220,                 0.8699,                0.68873,                 1.0924,                0.83617,                0.73087,                0.74322,                0.56103,                0.92637,                0.95494,                 1.4106,               0.002806,               0.002806,               0.002806
                    221,                0.88272,                 0.6891,                 1.0955,                 0.8548,                0.73615,                0.74702,                0.56523,                0.94269,                0.92256,                 1.4271,               0.002773,               0.002773,               0.002773
                    222,                 0.8702,                0.69557,                 1.0955,                0.85209,                0.72823,                 0.7595,                0.56001,                0.97157,                0.94596,                 1.4184,                0.00274,                0.00274,                0.00274
                    223,                0.87709,                0.69718,                 1.0949,                0.86199,                0.74157,                0.75109,                0.57506,                0.93526,                0.95241,                 1.3953,               0.002707,               0.002707,               0.002707
                    224,                0.88905,                0.68164,                  1.116,                0.84861,                0.72473,                0.74686,                0.56727,                0.94791,                0.93843,                 1.4137,               0.002674,               0.002674,               0.002674
                    225,                0.88718,                0.67768,                 1.0995,                0.85601,                0.73351,                0.74591,                0.57125,                0.94163,                0.92671,                 1.4287,               0.002641,               0.002641,               0.002641
                    226,                0.90077,                0.68073,                  1.103,                0.86426,                 0.7124,                0.75127,                0.57525,                  0.918,                 0.9478,                 1.3737,               0.002608,               0.002608,               0.002608
                    227,                0.85373,                 0.6664,                 1.0877,                0.84394,                0.74195,                0.74538,                0.56161,                0.96721,                0.91721,                 1.4343,               0.002575,               0.002575,               0.002575
                    228,                0.87826,                 0.6652,                 1.0979,                0.85673,                0.73087,                0.74874,                0.56499,                0.98391,                0.97052,                 1.4631,               0.002542,               0.002542,               0.002542
                    229,                0.88911,                 0.6966,                 1.1075,                0.87118,                0.74142,                 0.7468,                 0.5711,                0.91542,                0.93188,                 1.4096,               0.002509,               0.002509,               0.002509
                    230,                0.86847,                0.67074,                  1.103,                 0.8889,                0.70712,                0.74201,                0.57274,                0.92966,                0.91885,                 1.4284,               0.002476,               0.002476,               0.002476
                    231,                0.86538,                0.67403,                 1.0924,                0.87212,                0.70976,                0.74545,                0.57941,                0.93226,                0.92878,                 1.4431,               0.002443,               0.002443,               0.002443
                    232,                0.84663,                0.65489,                 1.0801,                0.83568,                0.72823,                 0.7372,                0.57071,                0.92407,                0.97749,                  1.397,                0.00241,                0.00241,                0.00241
                    233,                0.85568,                0.68043,                 1.0888,                0.84497,                0.73345,                0.74385,                 0.5779,                0.93119,                0.93569,                 1.4149,               0.002377,               0.002377,               0.002377
                    234,                0.85186,                0.65096,                 1.0938,                0.85439,                0.74315,                0.75533,                0.58816,                0.93765,                0.90365,                 1.4177,               0.002344,               0.002344,               0.002344
                    235,                0.85977,                0.66339,                 1.0928,                0.82784,                0.73587,                0.73678,                0.56614,                0.96175,                0.94608,                 1.4144,               0.002311,               0.002311,               0.002311
                    236,                0.87643,                0.68645,                 1.1111,                0.82633,                0.67793,                0.70162,                0.51611,                 1.0916,                 1.0451,                 1.5192,               0.002278,               0.002278,               0.002278
                    237,                0.86171,                0.68477,                 1.0869,                0.84768,                0.68338,                0.71507,                0.54071,                 1.0524,                 1.0048,                 1.5012,               0.002245,               0.002245,               0.002245
                    238,                0.83984,                0.64453,                 1.0736,                0.85748,                0.74142,                0.74955,                0.56683,                0.95207,                0.88941,                 1.4342,               0.002212,               0.002212,               0.002212
                    239,                0.85056,                0.66911,                 1.0966,                 0.8584,                0.71504,                0.73091,                0.55972,                0.94215,                 0.9192,                 1.4337,               0.002179,               0.002179,               0.002179
                    240,                0.86969,                0.68936,                 1.0868,                0.85366,                0.73351,                0.74795,                0.56915,                0.92577,                0.88864,                 1.4424,               0.002146,               0.002146,               0.002146
                    241,                 0.8525,                0.64081,                 1.0941,                0.87416,                0.73317,                 0.7428,                0.57628,                0.91451,                0.92235,                 1.4423,               0.002113,               0.002113,               0.002113
                    242,                0.84016,                0.66229,                 1.1012,                0.86528,                0.72559,                0.74888,                0.57778,                0.90396,                0.88912,                 1.4171,                0.00208,                0.00208,                0.00208
                    243,                0.83415,                0.62931,                 1.0752,                0.85663,                0.72559,                0.74976,                0.56883,                0.94035,                 0.9034,                 1.4185,               0.002047,               0.002047,               0.002047
                    244,                0.84016,                0.65152,                 1.0841,                0.86155,                0.72296,                0.73121,                0.56231,                0.94042,                0.92116,                 1.4335,               0.002014,               0.002014,               0.002014
                    245,                0.86107,                0.63741,                 1.0963,                0.86338,                0.73365,                0.74949,                0.57467,                0.92581,                0.94406,                 1.4293,               0.001981,               0.001981,               0.001981
                    246,                0.85154,                0.65592,                 1.1013,                0.84241,                0.73351,                0.74574,                0.57803,                0.92586,                0.90012,                 1.4243,               0.001948,               0.001948,               0.001948
                    247,                0.86073,                0.65373,                 1.0843,                0.87304,                0.71504,                0.75678,                0.57295,                0.94731,                0.88825,                 1.4451,               0.001915,               0.001915,               0.001915
                    248,                0.82819,                0.62856,                 1.0747,                0.85764,                0.72823,                0.75058,                0.57376,                0.92189,                0.89004,                  1.446,               0.001882,               0.001882,               0.001882
                    249,                0.84587,                0.64974,                 1.0876,                0.85956,                0.72668,                0.74362,                0.57235,                0.93072,                0.90605,                 1.4234,               0.001849,               0.001849,               0.001849
                    250,                0.81717,                0.63433,                 1.0701,                0.85652,                0.72032,                0.74206,                0.57525,                0.91848,                0.89878,                 1.4149,               0.001816,               0.001816,               0.001816
                    251,                0.85244,                0.63582,                 1.0867,                 0.8479,                0.72823,                0.73628,                0.56803,                0.93471,                0.92653,                 1.4341,               0.001783,               0.001783,               0.001783
                    252,                0.81024,                0.61965,                 1.0716,                0.86035,                0.73148,                0.74114,                0.57338,                0.91909,                0.89121,                 1.4247,                0.00175,                0.00175,                0.00175
                    253,                0.84168,                0.65128,                 1.0831,                0.85967,                0.72559,                0.73499,                 0.5652,                0.92959,                0.89393,                 1.4348,               0.001717,               0.001717,               0.001717
                    254,                0.82373,                0.64376,                 1.0736,                0.87211,                0.70173,                0.73921,                0.56717,                0.92676,                0.90339,                 1.4189,               0.001684,               0.001684,               0.001684
                    255,                0.81468,                0.62184,                 1.0752,                0.84674,                0.72823,                0.74402,                0.57923,                0.91617,                0.88379,                 1.4198,               0.001651,               0.001651,               0.001651
                    256,                 0.8353,                0.62598,                 1.0741,                0.87843,                0.70185,                0.73586,                0.57629,                0.92953,                0.88344,                 1.4564,               0.001618,               0.001618,               0.001618
                    257,                0.84014,                0.64814,                 1.0922,                0.86326,                0.72823,                 0.7354,                 0.5695,                0.93806,                  0.875,                  1.456,               0.001585,               0.001585,               0.001585
                    258,                 0.8308,                0.64076,                  1.074,                0.83945,                0.73351,                0.72904,                0.55622,                0.91544,                0.93642,                 1.4138,               0.001552,               0.001552,               0.001552
                    259,                0.84013,                0.63493,                 1.0796,                0.87327,                0.70909,                0.73237,                0.56136,                0.91726,                  0.888,                 1.4269,               0.001519,               0.001519,               0.001519
                    260,                0.79547,                0.60653,                 1.0647,                0.81075,                0.73879,                 0.7353,                0.56059,                0.92742,                0.90155,                 1.4144,               0.001486,               0.001486,               0.001486
                    261,                0.81746,                0.63548,                 1.0664,                0.82599,                0.72559,                0.73831,                0.56106,                0.92293,                0.92239,                 1.4283,               0.001453,               0.001453,               0.001453
                    262,                0.80434,                0.60209,                 1.0594,                0.84975,                0.73351,                 0.7401,                0.56553,                0.91606,                0.91264,                 1.4427,                0.00142,                0.00142,                0.00142
                    263,                 0.7828,                0.60862,                 1.0545,                0.85654,                0.73615,                0.73943,                0.56622,                0.92114,                0.89452,                 1.4633,               0.001387,               0.001387,               0.001387
                    264,                0.79622,                0.61567,                 1.0702,                0.85012,                0.73331,                0.72986,                0.55671,                0.90787,                 0.9246,                 1.4469,               0.001354,               0.001354,               0.001354
                    265,                0.80606,                0.63472,                 1.0659,                0.85835,                0.73547,                0.74073,                0.56345,                0.92871,                0.90213,                  1.434,               0.001321,               0.001321,               0.001321
                    266,                0.79409,                0.59791,                 1.0637,                0.84855,                0.73914,                0.74695,                0.56548,                0.91913,                0.90683,                 1.4335,               0.001288,               0.001288,               0.001288
                    267,                0.81451,                0.62103,                  1.075,                0.85585,                0.73629,                0.74016,                0.57593,                0.90488,                0.88068,                 1.4227,               0.001255,               0.001255,               0.001255
                    268,                0.80193,                0.61618,                 1.0648,                0.84395,                0.72774,                0.73159,                0.56578,                0.91127,                0.87961,                 1.4103,               0.001222,               0.001222,               0.001222
                    269,                 0.7846,                0.58264,                 1.0669,                 0.8384,                0.72549,                0.72175,                0.55658,                 0.9206,                0.90533,                 1.4393,               0.001189,               0.001189,               0.001189
                    270,                0.77917,                0.59439,                 1.0569,                0.85744,                0.73087,                 0.7382,                0.56441,                0.91677,                0.89427,                 1.4371,               0.001156,               0.001156,               0.001156
                    271,                0.80023,                0.58603,                   1.07,                0.85818,                0.73445,                0.74477,                0.56912,                0.92128,                0.90644,                 1.4239,               0.001123,               0.001123,               0.001123
                    272,                0.76514,                0.57172,                 1.0404,                0.85185,                0.73087,                0.74524,                0.57951,                0.89083,                0.91183,                 1.4169,                0.00109,                0.00109,                0.00109
                    273,                0.77444,                0.59708,                 1.0521,                0.84954,                0.73351,                0.73487,                0.57218,                0.90388,                0.88908,                 1.4267,               0.001057,               0.001057,               0.001057
                    274,                0.78488,                0.58577,                 1.0614,                0.84885,                0.73087,                0.74381,                0.57887,                0.92186,                0.90152,                 1.4367,               0.001024,               0.001024,               0.001024
                    275,                0.78833,                0.59671,                 1.0647,                0.86645,                0.73609,                0.74896,                0.58309,                0.89776,                0.87698,                  1.425,               0.000991,               0.000991,               0.000991
                    276,                0.78247,                0.59395,                 1.0544,                0.86142,                0.73808,                0.75263,                0.57872,                0.87925,                 0.8714,                 1.4031,               0.000958,               0.000958,               0.000958
                    277,                0.77426,                0.57664,                 1.0556,                0.85251,                0.73615,                 0.7443,                0.57311,                0.90828,                0.87687,                 1.4178,               0.000925,               0.000925,               0.000925
                    278,                0.77899,                0.59043,                 1.0454,                0.86796,                0.73351,                0.74186,                0.57736,                0.89449,                0.87152,                 1.4241,               0.000892,               0.000892,               0.000892
                    279,                0.79764,                0.59033,                 1.0729,                0.85666,                0.72823,                0.74866,                0.58421,                0.88793,                0.85595,                 1.4228,               0.000859,               0.000859,               0.000859
                    280,                0.76313,                0.57229,                 1.0482,                0.87903,                0.70712,                0.73847,                 0.5784,                0.88233,                0.87488,                 1.4139,               0.000826,               0.000826,               0.000826
                    281,                0.78254,                0.59151,                 1.0465,                0.85676,                0.72595,                0.74475,                0.57879,                0.87215,                 0.8665,                 1.4034,               0.000793,               0.000793,               0.000793
                    282,                0.76739,                0.57859,                 1.0581,                0.83459,                 0.7467,                0.75601,                 0.5874,                0.87063,                0.83685,                 1.4039,                0.00076,                0.00076,                0.00076
                    283,                0.77663,                0.58815,                 1.0491,                0.84776,                0.73465,                0.75174,                0.58227,                0.89062,                0.88438,                 1.4115,               0.000727,               0.000727,               0.000727
                    284,                0.77685,                 0.5792,                 1.0585,                0.86346,                0.73415,                0.75163,                0.58136,                0.89437,                0.88984,                 1.4106,               0.000694,               0.000694,               0.000694
